,WorldRank,Institution,Country,Nationa Rank,Total Score,Score Q1,Score CNCI,Score IC,Score TOP,Score Award,Subject,Year
92,76-100,Tohoku University,../Japan,5-6,,32.7,61.5,68.7,45.9,21.3,Dentistry & Oral Sciences,2020
93,76-100,Trinity College Dublin,../Ireland,1-2,,34.6,77.8,90.6,32.4,26.1,Dentistry & Oral Sciences,2020
94,76-100,University College Cork,../Ireland,1-2,,23.1,68.9,94.1,16.2,47.7,Dentistry & Oral Sciences,2020
95,76-100,University of Bologna,../Italy,1,,48.6,83.7,71.2,36.3,0,Dentistry & Oral Sciences,2020
96,76-100,University of Missouri-Kansas City,../UnitedStates,30-35,,22.8,64.9,46.9,45.9,36.9,Dentistry & Oral Sciences,2020
97,76-100,University of Munich,../Germany,6,,52.4,77.6,76.8,32.4,0,Dentistry & Oral Sciences,2020
98,76-100,University of Sydney,../Australia,2,,31.6,80.4,77.3,22.9,26.1,Dentistry & Oral Sciences,2020
99,76-100,Western University,../Canada,4-5,,21.1,65.2,86.1,39.7,39.9,Dentistry & Oral Sciences,2020
100,101-150,Aix Marseille University,../France,2-3,,22.0,59.7,58.0,39.7,30.2,Dentistry & Oral Sciences,2020
101,101-150,Capital Medical University,../China,5-7,,38.0,69.7,68.6,45.9,0,Dentistry & Oral Sciences,2020
102,101-150,Catholic University of Louvain,../Belgium,2-3,,24.3,94.9,94.8,16.2,0,Dentistry & Oral Sciences,2020
103,101-150,Chonbuk National University,../SouthKorea,4-6,,30.8,67.0,58.6,48.7,0,Dentistry & Oral Sciences,2020
104,101-150,Federal University of Rio Grande do Sul,../Brazil,5-6,,47.2,65.1,64.8,28.1,0,Dentistry & Oral Sciences,2020
105,101-150,Ghent University,../Belgium,2-3,,39.9,82.0,91.1,32.4,0,Dentistry & Oral Sciences,2020
106,101-150,Goethe University Frankfurt,../Germany,7-14,,42.0,96.4,78.3,0,0,Dentistry & Oral Sciences,2020
107,101-150,Griffith University,../Australia,3-4,,26.7,68.3,82.4,22.9,26.1,Dentistry & Oral Sciences,2020
108,101-150,Heidelberg University,../Germany,7-14,,43.3,72.2,54.4,36.3,0,Dentistry & Oral Sciences,2020
109,101-150,King Saud University,../SaudiArabia,1,,44.5,68.1,90.3,28.1,0,Dentistry & Oral Sciences,2020
110,101-150,Kyung Hee University,../SouthKorea,4-6,,43.1,59.7,69.9,36.3,0,Dentistry & Oral Sciences,2020
111,101-150,Kyungpook National University,../SouthKorea,4-6,,31.3,61.3,60.0,51.3,0,Dentistry & Oral Sciences,2020
112,101-150,Laval University,../Canada,6-8,,21.5,100.0,90.1,0,21.3,Dentistry & Oral Sciences,2020
113,101-150,Medical University of Vienna,../Austria,1,,48.2,66.5,87.7,28.1,0,Dentistry & Oral Sciences,2020
114,101-150,Nanjing Medical University,../China,5-7,,33.3,72.5,68.4,36.3,0,Dentistry & Oral Sciences,2020
115,101-150,National and Kapodistrian University of Athens,../Greece,1,,37.6,74.5,93.2,16.2,26.1,Dentistry & Oral Sciences,2020
116,101-150,National University of Singapore,../Singapore,1,,33.3,64.7,92.6,45.9,0,Dentistry & Oral Sciences,2020
117,101-150,Nihon University,../Japan,7,,39.4,57.4,64.4,58.5,0,Dentistry & Oral Sciences,2020
118,101-150,RWTH Aachen University,../Germany,7-14,,34.8,62.5,63.9,42.9,0,Dentistry & Oral Sciences,2020
119,101-150,Sorbonne University,../France,2-3,,32.7,75.6,61.2,39.7,0,Dentistry & Oral Sciences,2020
120,101-150,Sun Yat-sen University,../China,5-7,,47.1,68.1,52.1,28.1,0,Dentistry & Oral Sciences,2020
121,101-150,Texas A&M Health Science Center,../UnitedStates,36-41,,35.9,73.0,61.7,48.7,0,Dentistry & Oral Sciences,2020
122,101-150,The University of Glasgow,../UnitedKingdom,10-12,,25.0,65.4,74.1,28.1,26.1,Dentistry & Oral Sciences,2020
123,101-150,The University of Melbourne,../Australia,3-4,,33.8,70.9,76.2,22.9,30.2,Dentistry & Oral Sciences,2020
124,101-150,The University of Texas Health Science Center at Houston,../UnitedStates,36-41,,30.5,67.7,71.7,39.7,21.3,Dentistry & Oral Sciences,2020
125,101-150,The University of Texas M. D. Anderson Cancer Center,../UnitedStates,36-41,,28.7,81.9,72.5,28.1,0,Dentistry & Oral Sciences,2020
126,101-150,Umea University,../Sweden,4,,28.3,81.2,76.8,32.4,0,Dentistry & Oral Sciences,2020
127,101-150,Universidade Federal de Pelotas,../Brazil,5-6,,47.2,67.8,67.9,39.7,0,Dentistry & Oral Sciences,2020
128,101-150,University of Bristol,../UnitedKingdom,10-12,,29.6,67.3,69.7,16.2,42.6,Dentistry & Oral Sciences,2020
129,101-150,University of Chile,../Chile,1,,32.5,79.0,88.2,39.7,0,Dentistry & Oral Sciences,2020
130,101-150,University of Colorado Health Science Center,../UnitedStates,36-41,,26.4,89.3,51.1,32.4,0,Dentistry & Oral Sciences,2020
131,101-150,University of Eastern Finland,../Finland,3-4,,28.3,65.6,60.4,32.4,21.3,Dentistry & Oral Sciences,2020
132,101-150,University of Erlangen-Nuremberg,../Germany,7-14,,35.1,80.4,62.4,32.4,0,Dentistry & Oral Sciences,2020
133,101-150,University of Goettingen,../Germany,7-14,,33.3,71.0,67.4,16.2,30.2,Dentistry & Oral Sciences,2020
134,101-150,University of Granada,../Spain,2,,50.2,76.9,83.4,28.1,0,Dentistry & Oral Sciences,2020
135,101-150,University of Greifswald,../Germany,7-14,,24.3,80.3,67.8,39.7,0,Dentistry & Oral Sciences,2020
136,101-150,University of Kentucky,../UnitedStates,36-41,,24.3,75.9,57.2,28.1,26.1,Dentistry & Oral Sciences,2020
137,101-150,University of Kiel,../Germany,7-14,,46.5,73.6,60.9,32.4,0,Dentistry & Oral Sciences,2020
138,101-150,University of Leeds,../UnitedKingdom,10-12,,29.3,74.6,76.8,22.9,30.2,Dentistry & Oral Sciences,2020
139,101-150,University of Manitoba,../Canada,6-8,,23.9,67.1,87.3,22.9,33.7,Dentistry & Oral Sciences,2020
140,101-150,University of Milan,../Italy,2-6,,46.9,72.4,73.0,28.1,0,Dentistry & Oral Sciences,2020
141,101-150,University of Montreal,../Canada,6-8,,19.8,78.4,78.8,16.2,30.2,Dentistry & Oral Sciences,2020
142,101-150,University of Naples Federico II,../Italy,2-6,,33.0,85.0,79.4,22.9,0,Dentistry & Oral Sciences,2020
143,101-150,University of Oslo,../Norway,2,,36.4,69.9,79.3,0,47.7,Dentistry & Oral Sciences,2020
144,101-150,University of Oulu,../Finland,3-4,,34.8,68.7,78.8,42.9,0,Dentistry & Oral Sciences,2020
145,101-150,University of Pisa,../Italy,2-6,,25.7,100.0,73.5,16.2,0,Dentistry & Oral Sciences,2020
146,101-150,University of Regensburg,../Germany,7-14,,39.4,83.3,67.9,0,26.1,Dentistry & Oral Sciences,2020
147,101-150,University of Siena,../Italy,2-6,,27.7,95.3,83.7,22.9,0,Dentistry & Oral Sciences,2020
148,101-150,University of Trieste,../Italy,2-6,,28.7,87.9,73.5,22.9,0,Dentistry & Oral Sciences,2020
149,101-150,Virginia Commonwealth University,../UnitedStates,36-41,,22.8,64.7,48.4,22.9,42.6,Dentistry & Oral Sciences,2020
150,151-200,Catholic University of the Sacred Heart,../Italy,7-12,,22.0,79.3,80.1,0,30.2,Dentistry & Oral Sciences,2020
151,151-200,Chang Gung University,../China-Taiwan,2-5,,26.0,61.4,58.8,32.4,0,Dentistry & Oral Sciences,2020
152,151-200,China Medical University (Taichung),../China-Taiwan,2-5,,28.0,75.2,48.1,28.1,0,Dentistry & Oral Sciences,2020
153,151-200,Chongqing Medical University,../China,8-10,,24.3,67.3,58.1,36.3,0,Dentistry & Oral Sciences,2020
154,151-200,Chonnam National University,../SouthKorea,7,,27.1,63.5,43.1,39.7,0,Dentistry & Oral Sciences,2020
155,151-200,Chulalongkorn University,../Thailand,1,,32.2,70.8,71.0,32.4,0,Dentistry & Oral Sciences,2020
156,151-200,Chung Shan Medical University,../China-Taiwan,2-5,,23.5,80.1,24.2,22.9,0,Dentistry & Oral Sciences,2020
157,151-200,Ege University,../Turkey,1-2,,36.4,73.8,69.5,16.2,0,Dentistry & Oral Sciences,2020
158,151-200,Erasmus University Rotterdam,../Netherlands,5,,22.0,68.4,71.6,39.7,0,Dentistry & Oral Sciences,2020
159,151-200,Federal University of Ceara,../Brazil,7-15,,31.6,71.0,50.6,22.9,0,Dentistry & Oral Sciences,2020
160,151-200,Federal University of Maranhao,../Brazil,7-15,,28.0,78.0,49.8,16.2,0,Dentistry & Oral Sciences,2020
161,151-200,Federal University of Minas Gerais,../Brazil,7-15,,42.7,64.7,50.6,16.2,0,Dentistry & Oral Sciences,2020
162,151-200,Federal University of Rio de Janeiro,../Brazil,7-15,,34.6,69.7,67.4,22.9,0,Dentistry & Oral Sciences,2020
163,151-200,Federal University of Santa Catarina,../Brazil,7-15,,33.0,63.5,83.0,16.2,0,Dentistry & Oral Sciences,2020
164,151-200,Federal University of Santa Maria,../Brazil,7-15,,33.0,72.6,62.4,22.9,0,Dentistry & Oral Sciences,2020
165,151-200,Heinrich Heine University Duesseldorf,../Germany,15-21,,37.3,77.8,74.3,16.2,0,Dentistry & Oral Sciences,2020
166,151-200,Hokkaido University,../Japan,8-14,,29.0,67.5,59.1,36.3,0,Dentistry & Oral Sciences,2020
167,151-200,Istanbul University,../Turkey,1-2,,27.4,66.8,57.3,39.7,0,Dentistry & Oral Sciences,2020
168,151-200,King Abdulaziz University,../SaudiArabia,2,,31.1,62.1,99.8,16.2,0,Dentistry & Oral Sciences,2020
169,151-200,Kyushu Dental University,../Japan,8-14,,24.6,57.9,52.5,42.9,0,Dentistry & Oral Sciences,2020
170,151-200,Kyushu University,../Japan,8-14,,28.0,65.7,52.4,42.9,0,Dentistry & Oral Sciences,2020
171,151-200,Nagasaki University,../Japan,8-14,,26.0,58.7,51.3,16.2,26.1,Dentistry & Oral Sciences,2020
172,151-200,Sapienza University of Rome,../Italy,7-12,,31.1,78.8,65.3,16.2,0,Dentistry & Oral Sciences,2020
173,151-200,Shandong University,../China,8-10,,31.3,70.9,52.5,22.9,0,Dentistry & Oral Sciences,2020
174,151-200,Shanghai Jiao Tong University,../China,8-10,,46.9,61.1,53.8,16.2,0,Dentistry & Oral Sciences,2020
175,151-200,Taipei Medical University,../China-Taiwan,2-5,,31.9,59.9,49.6,32.4,0,Dentistry & Oral Sciences,2020
176,151-200,Tel Aviv University,../Israel,2,,39.9,66.3,69.3,32.4,0,Dentistry & Oral Sciences,2020
177,151-200,The State University of Maringa,../Brazil,7-15,,23.9,98.6,68.8,0,0,Dentistry & Oral Sciences,2020
178,151-200,The University of Tokushima,../Japan,8-14,,29.6,66.9,65.1,28.1,0,Dentistry & Oral Sciences,2020
179,151-200,Tokyo Dental College,../Japan,8-14,,29.9,57.6,37.3,36.3,0,Dentistry & Oral Sciences,2020
180,151-200,Tsurumi University,../Japan,8-14,,22.0,61.4,49.4,36.3,0,Dentistry & Oral Sciences,2020
181,151-200,Universidade de Passo Fundo,../Brazil,7-15,,27.1,89.1,78.8,0,0,Dentistry & Oral Sciences,2020
182,151-200,Universitat Internacional de Catalunya (UIC),../Spain,3-4,,35.1,74.4,84.8,16.2,0,Dentistry & Oral Sciences,2020
183,151-200,University of Belgrade,../Serbia,1,,37.6,57.1,70.7,22.9,0,Dentistry & Oral Sciences,2020
184,151-200,University of BrasÃ­lia,../Brazil,7-15,,23.5,67.3,74.4,28.1,0,Dentistry & Oral Sciences,2020
185,151-200,University of Chieti-Pescara,../Italy,7-12,,32.7,73.8,64.9,0,30.2,Dentistry & Oral Sciences,2020
186,151-200,University of Ferrara,../Italy,7-12,,22.8,82.4,63.9,16.2,0,Dentistry & Oral Sciences,2020
187,151-200,University of Hamburg,../Germany,15-21,,33.3,68.9,77.4,22.9,0,Dentistry & Oral Sciences,2020
188,151-200,University of Jena,../Germany,15-21,,29.0,69.0,77.4,28.1,0,Dentistry & Oral Sciences,2020
189,151-200,University of Leipzig,../Germany,15-21,,31.3,71.0,65.3,32.4,0,Dentistry & Oral Sciences,2020
190,151-200,University of Liverpool,../UnitedKingdom,13,,18.4,68.4,61.7,0,33.7,Dentistry & Oral Sciences,2020
191,151-200,University of Mainz,../Germany,15-21,,42.0,74.7,72.2,0,0,Dentistry & Oral Sciences,2020
192,151-200,University of Malta,../Malta,1,,28.0,84.1,94.8,0,0,Dentistry & Oral Sciences,2020
193,151-200,University of Muenster,../Germany,15-21,,30.8,74.0,62.7,22.9,0,Dentistry & Oral Sciences,2020
194,151-200,University of Santiago Compostela,../Spain,3-4,,35.4,81.3,67.4,0,0,Dentistry & Oral Sciences,2020
195,151-200,University of Sassari,../Italy,7-12,,22.8,82.4,91.7,16.2,0,Dentistry & Oral Sciences,2020
196,151-200,University of Tennessee Health Science Center,../UnitedStates,42-43,,32.2,56.9,71.2,16.2,30.2,Dentistry & Oral Sciences,2020
197,151-200,University of the Pacific,../UnitedStates,42-43,,27.7,58.8,68.0,16.2,26.1,Dentistry & Oral Sciences,2020
198,151-200,University of Turin,../Italy,7-12,,31.9,77.9,68.4,16.2,0,Dentistry & Oral Sciences,2020
199,151-200,University of Wuerzburg,../Germany,15-21,,34.8,75.0,74.9,16.2,0,Dentistry & Oral Sciences,2020
200,151-200,Uppsala University,../Sweden,5,,20.7,76.4,68.7,22.9,0,Dentistry & Oral Sciences,2020
201,201-300,Aichi Gakuin University,../Japan,15-22,,27.4,59.0,45.7,32.4,0,Dentistry & Oral Sciences,2020
202,201-300,Ain Shams University,../Egypt,1-4,,20.3,73.5,83.0,0,0,Dentistry & Oral Sciences,2020
203,201-300,Alexandria University,../Egypt,1-4,,22.0,60.8,98.5,0,0,Dentistry & Oral Sciences,2020
204,201-300,Aristotle University of Thessaloniki,../Greece,2,,31.9,62.4,81.7,16.2,0,Dentistry & Oral Sciences,2020
205,201-300,Ataturk University,../Turkey,3-6,,31.9,65.6,21.8,16.2,0,Dentistry & Oral Sciences,2020
206,201-300,Cairo University,../Egypt,1-4,,28.7,67.4,82.6,0,0,Dentistry & Oral Sciences,2020
207,201-300,Case Western Reserve University,../UnitedStates,44-54,,30.2,63.3,70.8,0,0,Dentistry & Oral Sciences,2020
208,201-300,Catholic University of Korea,../SouthKorea,8-12,,21.5,62.4,62.6,16.2,0,Dentistry & Oral Sciences,2020
209,201-300,Ceuma University,../Brazil,16-29,,17.4,67.4,65.4,16.2,0,Dentistry & Oral Sciences,2020
210,201-300,Chiang Mai University,../Thailand,2-3,,18.4,60.7,73.6,16.2,0,Dentistry & Oral Sciences,2020
211,201-300,China Medical University (Shenyang),../China,11-18,,21.5,60.8,45.7,28.1,0,Dentistry & Oral Sciences,2020
212,201-300,Creighton University,../UnitedStates,44-54,,21.5,76.2,88.9,0,0,Dentistry & Oral Sciences,2020
213,201-300,Dankook University,../SouthKorea,8-12,,23.9,61.7,55.0,32.4,0,Dentistry & Oral Sciences,2020
214,201-300,Emory University,../UnitedStates,44-54,,14.6,80.1,53.6,16.2,0,Dentistry & Oral Sciences,2020
215,201-300,Faculdade Sao Leopoldo Mandic,../Brazil,16-29,,34.8,62.5,53.1,0,0,Dentistry & Oral Sciences,2020
216,201-300,Federal University of Parana,../Brazil,16-29,,18.9,59.2,51.4,16.2,0,Dentistry & Oral Sciences,2020
217,201-300,Federal University of Sao Paulo,../Brazil,16-29,,19.4,59.5,51.9,28.1,0,Dentistry & Oral Sciences,2020
218,201-300,Fluminense Federal University,../Brazil,16-29,,32.7,65.9,52.1,0,0,Dentistry & Oral Sciences,2020
219,201-300,Fudan University,../China,11-18,,22.8,68.1,42.1,22.9,0,Dentistry & Oral Sciences,2020
220,201-300,Fukuoka Dental College (FDC),../Japan,15-22,,18.4,53.1,51.7,22.9,0,Dentistry & Oral Sciences,2020
221,201-300,Hacettepe University,../Turkey,3-6,,31.1,62.9,51.5,0,0,Dentistry & Oral Sciences,2020
222,201-300,Hannover Medical School,../Germany,22-29,,29.0,63.8,65.1,22.9,0,Dentistry & Oral Sciences,2020
223,201-300,Health Sciences University of Hokkaido,../Japan,15-22,,17.4,51.9,49.0,22.9,0,Dentistry & Oral Sciences,2020
224,201-300,Imam Abdulrahman Bin Faisal University,../SaudiArabia,3,,23.1,64.7,89.3,0,0,Dentistry & Oral Sciences,2020
225,201-300,Indiana University Bloomington,../UnitedStates,44-54,,18.4,61.4,71.6,16.2,0,Dentistry & Oral Sciences,2020
226,201-300,Islamic Azad University,../Iran,1-3,,19.4,56.0,65.2,16.2,0,Dentistry & Oral Sciences,2020
227,201-300,Iwate Medical University,../Japan,15-22,,20.3,60.0,65.5,22.9,0,Dentistry & Oral Sciences,2020
228,201-300,Izmir Katip Celebi University,../Turkey,3-6,,31.6,63.7,23.5,16.2,0,Dentistry & Oral Sciences,2020
229,201-300,Kagoshima University,../Japan,15-22,,21.5,57.4,48.5,16.2,0,Dentistry & Oral Sciences,2020
230,201-300,Keio University,../Japan,15-22,,18.4,66.8,55.7,32.4,0,Dentistry & Oral Sciences,2020
231,201-300,Korea University,../SouthKorea,8-12,,27.1,67.0,40.0,22.9,0,Dentistry & Oral Sciences,2020
232,201-300,Kuwait University,../Kuwait,1,,27.4,65.0,91.8,0,0,Dentistry & Oral Sciences,2020
233,201-300,Loma Linda University,../UnitedStates,44-54,,31.9,62.1,72.2,0,0,Dentistry & Oral Sciences,2020
234,201-300,Lund University,../Sweden,6,,18.4,70.7,80.1,0,0,Dentistry & Oral Sciences,2020
235,201-300,Mahidol University,../Thailand,2-3,,25.4,62.1,79.1,16.2,0,Dentistry & Oral Sciences,2020
236,201-300,Mansoura University,../Egypt,1-4,,23.5,77.3,72.6,0,0,Dentistry & Oral Sciences,2020
237,201-300,Marquette University,../UnitedStates,44-54,,22.4,57.6,67.0,16.2,0,Dentistry & Oral Sciences,2020
238,201-300,Medical University of Graz,../Austria,2,,26.4,75.4,78.1,0,0,Dentistry & Oral Sciences,2020
239,201-300,Nanjing University,../China,11-18,,22.8,57.2,75.3,22.9,0,Dentistry & Oral Sciences,2020
240,201-300,National Autonomous University of Mexico,../Mexico,1,,16.9,63.4,66.1,16.2,0,Dentistry & Oral Sciences,2020
241,201-300,National Defense Medical Center,../China-Taiwan,6-7,,26.7,58.4,48.8,16.2,0,Dentistry & Oral Sciences,2020
242,201-300,National Yang Ming University,../China-Taiwan,6-7,,29.0,58.8,35.9,28.1,0,Dentistry & Oral Sciences,2020
243,201-300,Nippon Dental University,../Japan,15-22,,26.0,60.3,52.8,22.9,0,Dentistry & Oral Sciences,2020
244,201-300,Nova Southeastern University,../UnitedStates,44-54,,22.4,70.3,83.7,16.2,0,Dentistry & Oral Sciences,2020
245,201-300,Ondokuz Mayis University,../Turkey,3-6,,34.1,62.9,40.7,0,0,Dentistry & Oral Sciences,2020
246,201-300,Rio de Janeiro State University,../Brazil,16-29,,30.2,74.2,58.0,0,0,Dentistry & Oral Sciences,2020
247,201-300,"Rutgers, The State University of New Jersey - New Brunswick",../UnitedStates,44-54,,24.3,65.3,63.3,22.9,0,Dentistry & Oral Sciences,2020
248,201-300,Saint Louis University,../UnitedStates,44-54,,18.9,62.9,68.7,16.2,0,Dentistry & Oral Sciences,2020
249,201-300,Shahid Beheshti University of Medical Sciences,../Iran,1-3,,20.7,62.5,66.0,16.2,0,Dentistry & Oral Sciences,2020
250,201-300,Showa University,../Japan,15-22,,24.3,63.6,61.4,16.2,0,Dentistry & Oral Sciences,2020
251,201-300,Southern Medical University,../China,11-18,,27.4,75.8,45.8,16.2,0,Dentistry & Oral Sciences,2020
252,201-300,Technion-Israel Institute of Technology,../Israel,3,,23.5,70.9,66.4,0,0,Dentistry & Oral Sciences,2020
253,201-300,Tehran University of Medical Sciences,../Iran,1-3,,26.4,60.7,61.4,22.9,0,Dentistry & Oral Sciences,2020
254,201-300,The University of Edinburgh,../UnitedKingdom,14-15,,14.0,64.0,80.3,32.4,0,Dentistry & Oral Sciences,2020
255,201-300,The University of Queensland,../Australia,5-6,,34.6,79.4,68.9,0,0,Dentistry & Oral Sciences,2020
256,201-300,The University of Western Australia,../Australia,5-6,,26.7,72.4,78.0,0,0,Dentistry & Oral Sciences,2020
257,201-300,Tianjin Medical University,../China,11-18,,21.5,64.3,45.5,16.2,0,Dentistry & Oral Sciences,2020
258,201-300,Tongji University,../China,11-18,,20.3,67.8,38.4,28.1,0,Dentistry & Oral Sciences,2020
259,201-300,TU Dresden,../Germany,22-29,,30.5,68.9,66.9,16.2,0,Dentistry & Oral Sciences,2020
260,201-300,Unigranrio University,../Brazil,16-29,,34.3,84.4,49.3,0,0,Dentistry & Oral Sciences,2020
261,201-300,Universidade do Sagrado Coracao,../Brazil,16-29,,19.4,66.0,56.4,16.2,0,Dentistry & Oral Sciences,2020
262,201-300,Universidade Estacio de Sa,../Brazil,16-29,,27.7,80.6,60.0,0,0,Dentistry & Oral Sciences,2020
263,201-300,Universidade Estadual de Ponta Grossa,../Brazil,16-29,,35.9,75.4,68.5,0,0,Dentistry & Oral Sciences,2020
264,201-300,Universidade Federal da Paraiba,../Brazil,16-29,,17.4,64.9,46.1,16.2,0,Dentistry & Oral Sciences,2020
265,201-300,Universidade Federal de Uberlandia,../Brazil,16-29,,26.4,61.2,70.2,0,0,Dentistry & Oral Sciences,2020
266,201-300,Universidade Luterana do Brasil,../Brazil,16-29,,17.9,71.3,63.8,0,0,Dentistry & Oral Sciences,2020
267,201-300,Universidade Paulista,../Brazil,16-29,,20.7,76.6,64.8,0,0,Dentistry & Oral Sciences,2020
268,201-300,University of Alberta,../Canada,9,,23.1,57.1,83.2,28.1,0,Dentistry & Oral Sciences,2020
269,201-300,University of Barcelona,../Spain,5-7,,30.2,71.4,73.1,0,0,Dentistry & Oral Sciences,2020
270,201-300,University of Campania Luigi Vanvitelli,../Italy,13-18,,14.0,70.4,79.8,16.2,0,Dentistry & Oral Sciences,2020
271,201-300,University of Cologne,../Germany,22-29,,22.8,59.4,48.6,28.1,0,Dentistry & Oral Sciences,2020
272,201-300,University of Florence,../Italy,13-18,,27.1,73.1,83.9,0,0,Dentistry & Oral Sciences,2020
273,201-300,University of Giessen,../Germany,22-29,,28.0,82.9,66.7,0,0,Dentistry & Oral Sciences,2020
274,201-300,University of Insubria,../Italy,13-18,,18.4,84.7,67.3,0,0,Dentistry & Oral Sciences,2020
275,201-300,University of Jordan,../Jordan,1,,19.4,67.8,92.6,0,0,Dentistry & Oral Sciences,2020
